Name,Price,Brand,Color,Primary_material,Primary_Category,Category,Subcategory,Subsubcategory
Brayden Three Seater Sofa in Black Leatherette by Tezerac,31499,Tezerac,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Brayden Three Seater Sofa in Dark Brown Leatherette by Tezerac,31499,Tezerac,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Alton Three Seater Sofa in Green Colour by Peachtree,34499,Peachtree,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Rio Three Seater Sofa in Grey Colour by Peachtree,25999,Peachtree,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Felix Three Seater Sofa in Blue Colour by Peachtree,29990,Peachtree,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Hamilton Mid-Century Three Seater Sofa in Vintage Blue Genuine Leather by Studio Ochre,120999,Studio Ochre,,Leather,Home, Furniture, Sofas & Loungers, Sofas
Chester Three Seater Sofa in Brown Colour by Star India,56499,Star India,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Aarana Three Seater Sofa with Cushions in Walnut Finish by RVF,32499,RVF,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Bourbon Three Seater Sofa in Walnut Finish by RVF,32499,RVF,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Oppulent Three Seater Sofa in Walnut Finish by RVF,32499,RVF,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Uratex Three Seater Sofa in Walnut Finish by RVF,32499,RVF,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Hapihomes Three Seater Sofa in Walnut Finish by RVF,32499,RVF,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Lopez Three Seater Sofa in Walnut Finish by RVF,32499,RVF,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Mariana Teak Wood Three Seater Sofa in Fresh Walnut Finish by Finesse,28499,Finesse,Fresh Walnut,Teak Wood,Home, Furniture, Sofas & Loungers, Sofa Sets
Hughes Teak Wood Three Seater Sofa in Fresh Walnut Finish by Finesse,31153,Finesse,Fresh Walnut,Teak Wood,Home, Furniture, Sofas & Loungers, Sofas
Winston Three Seater Sofa in Wenge Colour by Nilkamal,40860,Nilkamal,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Daryl RHS Three Seater Sofa in Grey Colour by Dreamzz Furniture,58000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Splendid Three Seater Sofa in Grey Colour by Dreamzz Furniture,32199,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Sophisticated Chesterfield Three Seater Sofa in Blue Colour by Dreamzz Furniture,32500,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Three Seater Sofa in Brown Colour by Karigar,47478,Karigar,,Teak Wood,Home, Furniture, Sofas & Loungers, Sofas
Modern Three Seater Sofa in Black Colour by Dreamzz Furniture,32000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Three Seater Sofa in Dark Grey Colour by Dreamzz Furniture,35000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Iconic Three Seater Sofa in Grey Colour by Dreamzz Furniture,35000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Trendy Nail Head Trim Three Seater Sofa in Black Colour by Dreamzz Furniture,30000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Modern Three Seater Upholstered Sofa in Off White Colour by Dreamzz Furniture,32000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Astonishing Three Seater Sofa by Dreamzz Furniture,41000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Felicity Three Seater Sofa in Navy Blue Colour by Dreamzz Furniture,43000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Ikon Three Seater Sofa in Black Colour by Dreamzz Furniture,42000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Plump Three Seater Sofa in Ionian Colour by Dreamzz Furniture,37000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Parkland Three Seater Sofa in Grey Colour by Dreamzz Furniture,32199,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Chic Style Three Seater Chesterfield Sofa in Beige Colour by Dreamzz Furniture,39000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Stunning Three Seater Sofa in Pink Colour by Dreamzz Furniture,36000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Serendeous Three Seater Sofa in Blue Colour by Dreamzz Furniture,36000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Estella Three Seater Sofa in Navy Blue Colour by Dreamzz Furniture,41000,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Charismatic Three Seater Sofa in Orange Velvet by Dreamzz Furniture,38599,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Classiest Mid-century Three Seater Sofa in White Colour by Dreamzz Furniture,32199,Dreamzz Furniture,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Amigo Three Seater Upholstered Sofa in Tan Brown Leatherette by Dreamzz Furniture,33000,Dreamzz Furniture,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Ralex Three Seater Sofa in Blue Colour by Madesos,28999,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Syler Three Seater Sofa in Light Grey Colour by Madesos,31499,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Syler Three Seater Sofa in Green Colour by Madesos,31499,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Cewana Three Seater Sofa in Teal Blue Colour by Madesos,31999,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Zalden Button Tufted Three Seater Sofa in Brown Colour by Madesos,48857,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Dalbern Three Seater Sofa in Brown Colour  by Madesos,66915,Madesos,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Malton Button Tufted Three Seater Sofa in Green Colour by Madesos,56281,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Damos Three Seater Sofa in Beige Colour  by Madesos,71041,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Semorn Three Seater Sofa in Brown Colour by Madesos,56615,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Switex Three Seater Sofa in Aqua Colour by Madesos,61353,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Alpha Three Seater Sofa in Grey Colour by Madesos,53499,Madesos,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Brexwell Three Seater Sofa in Camel Colour by Madesos,65853,Madesos,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Melbourne Three Seater Sofa in Wenge Finish by Nilkamal,33774,Nilkamal,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Greenwich Three Seater Sofa in Beige Colour by Urban Living,18999,Urban Living,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Ravioli Three Seater Sofa in Beige Colour by HomeTown,28400,HomeTown,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Mirage Three Seater Sofa in Brown Colour by HomeTown,33400,HomeTown,Brown,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Three Seater Half Leather Sofa in Brown Colour by Star India,56499,Star India,,Leather,Home, Furniture, Sofas & Loungers, Sofas
Three Seater Half Leather Sofa in Dark Brown Colour by Star India,54499,Star India,,Leather,Home, Furniture, Sofas & Loungers, Sofas
Falcon Three Seater Sofa in Light Grey Colour by Star India,64499,Star India,,Half Leather,Home, Furniture, Sofas & Loungers, Sofas
Falcon Three Seater Sofa in Dark Brown Colour by Star India,64499,Star India,,Half Leather,Home, Furniture, Sofas & Loungers, Sofas
Three Seater Sofa in Dark Brown Colour by Yucad,40999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Tufted Back in Brown Colour by Yucad,42499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Wide Armrests in Maroon Leatherette by Yucad,40499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Tufted Back in Beige Colour by Yucad,42499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Track Armrest in Green Colour by Yucad,39499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Wide Armrests in Green Leatherette by Yucad,40499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Green Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Golden Yellow Colour by Yucad,46499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Track Armrest in Cyan Colour by Yucad,39499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Green Colour by Yucad,40999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Dark Brown Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Brown Colour by Yucad,39999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Wide Armrests in Steel blue Leatherette by Yucad,40499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Tapered Legs in Brown Colour by Yucad,41499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Cyan Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Low English Armrests in Green Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Maroon Colour by Yucad,39999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Three Seater Sofa in Grey Colour by Yucad,39999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Orange Colour by Yucad,39999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Green Colour by Yucad,39999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Brown Colour by Yucad,39999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Slim Armrests in Brown Colour by Yucad,41499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Low English Armrests in Azure Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Red Colour by Yucad,40999,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Beige Leatherette by Yucad,51999,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Outward Curved Armrest in Beige Leatherette by Yucad,39499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Tufted Back in Slate Grey Colour by Yucad,42499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Low English Armrests in Slate Grey Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Slim Armrests in Grey Colour by Yucad,41499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Tapered Legs in Slate Grey Colour by Yucad,41499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with tufted cushions in Brown Leatherette by Yucad,38499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Tapered Legs in Beige Colour by Yucad,41499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with tufted cushions in Slate Grey Leatherette by Yucad,38499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Low English Armrests in Cyan Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Low English Armrests in Purple Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in Royal blue Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Wide Armrests in Silver Leatherette by Yucad,40499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Track Armrest in Dark Brown Colour by Yucad,39499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Track Armrest in Beige Colour by Yucad,39499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa in White Leatherette by Yucad,51999,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with Low English Armrests in Red Colour by Yucad,40499,Yucad,,Fabric,Home, Furniture, Sofas & Loungers, Sofa Sets
Three Seater Sofa with tufted cushions in Black Leatherette by Yucad,38499,Yucad,,Leatherette,Home, Furniture, Sofas & Loungers, Sofa Sets
Conisbrough Three Seater Sofa in Cream Colour by Tezerac,39499,Tezerac,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Carlsbad Three Seater Sofa in Navy Blue Colour by Tezerac,38999,Tezerac,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Simdegga Three Seater Sofa in Chocolate Brown Leatherette by Tezerac,25999,Tezerac,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Carlsbad Three Seater Sofa in Red Colour by Tezerac,38999,Tezerac,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Ocala Three Seater Sofa in Brown Leatherette by Tezerac,22999,Tezerac,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Carlsbad Three Seater Sofa in Cream Colour by Tezerac,38999,Tezerac,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Gaines Three Seater Sofa in Black Leatherette by Tezerac,25999,Tezerac,,Leatherette,Home, Furniture, Sofas & Loungers, Sofas
Edmunds Three Seater Sofa in Cream Colour by Tezerac,41499,Tezerac,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Carlsbad Three Seater Sofa in Grey Colour by Tezerac,38999,Tezerac,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Kennewick Solid Wood Three Seater Sofa in Provincial Teak Finish by Woodsworth,17499,Woodsworth,Provincial Teak,Sheesham Wood,Home, Furniture, Sofas & Loungers, Sofas
Rio Brilliance Three Seater Sofa in Yellow Colour by Urban Living,23999,Urban Living,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Mumbai Glitz Three Seater Sofa in Beige Colour by Urban Living,24999,Urban Living,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
Bordeaux Beauty Three Seater Sofa with Throw Cushions in Umber Brown Colour by Urban Living,20999,Urban Living,,Fabric,Home, Furniture, Sofas & Loungers, Sofas
